id,name,age,gender,height,weight,nationality,medals,games,biography,price,focus,sport,category
74290,Elijah Motonei Manangoi,23,M,182,64,Kenya,,1,140,,Athletics,Individual
79114,Oussama Methazem,22,M,187,80,Algeria,,1,140,,Football,Individual
38045,Marco Galiazzo,33,M,178,98,Italy,2 G 1 S,4,202,,Archery,Individual
104947,Matea Samardi,21,F,177,61,Croatia,,1,140,,Swimming,Individual
42944,Emiliano Grillo,23,M,175,78,Argentina,,1,140,,Golf,Individual
33238,Mara del Rosario Espinoza Espinoza,28,F,173,70,Mexico,1 G 1 S 1 B,3,192,,Taekwondo,Individual
3619,Ioanna Anagnostopoulou,19,F,181,58,Greece,,1,140,,Rhythmic Gymnastics,Individual
125686,Sabina Veit,30,F,167,59,Slovenia,,2,147,,Athletics,Individual
35954,Florian Floto,28,M,188,105,Germany,,1,140,,Archery,Individual
97526,Mikhail Sergeyevich Pulyayev,29,M,166,66,Russia,,1,140,,Judo,Individual
77796,Katy McLean,30,F,167,70,UK,,1,140,,Rugby Sevens,Individual
74000,Erwin Len Maldonado Saavedra,33,M,174,70,Venezuela,,3,153,,Swimming,Individual
32897,Berit Lisa Matilda Ericson,28,F,165,60,Sweden,,2,147,,Sailing,Individual
89269,Mary Opeloge,24,F,152,75,Samoa,,1,140,,Weightlifting,Individual
3284,Alex Amankwah,24,M,,,Ghana,,1,140,,Athletics,Individual
8604,Manika Batra,21,F,179,63,India,,1,140,,Table Tennis,Individual
25388,Ron Darmon,23,M,175,65,Israel,,1,140,,Triathlon,Individual
13543,Jonathan Borle,28,M,180,69,Belgium,,3,153,,Athletics,Individual
16031,Selina Christina Bchel,25,F,167,57,Switzerland,,1,140,,Athletics,Individual
90706,Rolando Cruz Palacios Castillo,29,M,180,89,Honduras,,2,147,,Athletics,Individual
35312,Ana Luiza Filiorianu,17,F,164,42,Romania,,1,140,,Rhythmic Gymnastics,Individual
66825,Nicole Broch Larsen,23,F,179,75,Denmark,,1,140,,Golf,Individual
7654,Radosaw Baran,26,M,177,97,Poland,,1,140,,Wrestling,Individual
1697,Halil Akka,33,M,175,58,Turkey,,2,147,,Athletics,Individual
14227,George Richard Lycott Bovell,33,M,196,74,Trinidad,1 B,5,170,,Swimming,Individual
48581,"Kimberly ""Kim"" Hill",26,F,193,72,USA,1 B,1,157,,Volleyball,Individual
36136,Jorge Ivayr Rodrigues da Fonseca,23,M,174,100,Portugal,,1,140,,Judo,Individual
105613,Alexis Manaas da Silva Santos,24,M,185,70,Portugal,,1,140,,Swimming,Individual
134648,Zhao Jingnan,21,F,168,51,China,,1,140,,Rhythmic Gymnastics,Individual
14266,"Frentorish ""Tori"" Bowie",25,F,175,58,USA,1 G 1 S 1 B,1,257,,Athletics,Individual
19835,Allysha Chapman,27,F,160,56,Canada,1 B,1,157,,Football,Individual
66160,Peter Lambert,29,M,190,90,UK,,1,140,,Rowing,Individual
1098,Khristos Afroudakis,32,M,188,88,Greece,,4,160,,Water Polo,Individual
104194,Jaruwat Saensuk,20,M,185,76,Thailand,,1,140,,Rowing,Individual
24412,Scott Curry,28,M,193,100,New Zealand,,1,140,,Rugby Sevens,Individual
119079,Cludia Jaqueline Lopes Teles,24,F,166,57,Brazil,,1,140,,Rugby Sevens,Individual
3620,Khrysoula Anagnostopoulou,24,F,175,85,Greece,,1,140,,Athletics,Individual
79696,Andrea Mikls,17,F,165,51,Romania,,1,140,,Athletics,Individual
19619,Mussa Chamaune,23,M,172,66,Mozambique,,1,140,,Canoeing,Individual
118917,"Kathleen ""Katie"" Taylor",30,F,165,60,Ireland,1 G,2,180,,Boxing,Individual
91464,Park Chil-Seong,34,M,173,67,South Korea,,4,160,,Athletics,Individual
32494,Elas Eliseo Emigdio Abarca,25,M,165,52,Mexico,,1,140,,Boxing,Individual
12160,Jay Michael Blankenau,26,M,194,94,Canada,,1,140,,Volleyball,Individual
43037,Mindaugas Grikonis,30,M,190,92,Lithuania,1 S,3,164,,Rowing,Individual
551,Aliyah Abrams,19,F,163,53,Guyana,,1,140,,Athletics,Individual
114679,Milutin Stefanovi,31,M,180,74,Serbia,,1,140,,Shooting,Individual
133775,Artyom Alekseyevich Zakharov,24,M,177,70,Kazakhstan,,1,140,,Cycling,Individual
67098,Jenna Laukkanen,21,F,182,80,Finland,,2,147,,Swimming,Individual
68935,Randy Jos Ler Bell,20,M,173,72,Cuba,,1,140,,Gymnastics,Individual
133685,Mariel Leigh Zagunis,31,F,173,72,USA,2 G 2 B,4,202,,Fencing,Individual
26773,Xan de Waard,20,F,163,55,Netherlands,1 S,1,173,,Hockey,Individual
44597,Ehsan Haddadi,31,M,192,120,Iran,1 S,3,164,,Athletics,Individual
52009,Eloi Imaniraguha,21,M,,,Rwanda,,1,140,,Swimming,Individual
62837,Anna Mykolavna Kornuta,27,F,170,55,Ukraine,,1,140,,Athletics,Individual
73294,Epp Me,24,F,169,76,Estonia,,1,140,,Wrestling,Individual
116884,Lucie Svcen,18,F,175,60,Czech Republic,,1,140,,Swimming,Individual
93018,Istvn Pni,19,M,176,64,Hungary,,1,140,,Shooting,Individual
86637,Lebenya Nkoka,33,M,,,Lesotho,,1,140,,Athletics,Individual
112635,Alex Sobers,17,M,188,66,Barbados,,1,140,,Swimming,Individual
65854,Bernard Kipchirchir Lagat,41,M,173,58,USA,1 S 1 B,5,177,,Athletics,Individual
15199,Laurence Brize,40,F,158,55,France,,4,160,,Shooting,Individual
32839,Erdenebatyn Tsendbaatar,19,M,163,56,Mongolia,,1,140,,Boxing,Individual
64451,Olena Serhivna Kryvytska,29,F,174,62,Ukraine,,2,147,,Fencing,Individual
110802,Thiago Teixeira Simon,26,M,184,93,Brazil,,1,140,,Swimming,Individual
12129,Joaqun Blanco Albalat,27,M,181,80,Spain,,1,140,,Sailing,Individual
12909,Aauri Lorena Bokesa Abia,27,F,180,62,Spain,,2,147,,Athletics,Individual
119065,Mara Tejerina Mackern,22,F,169,63,Argentina,,1,140,,Sailing,Individual
24213,Martn Esteban Cuestas,29,M,182,62,Uruguay,,1,140,,Athletics,Individual
34089,Vincent Farka,23,M,193,90,Slovakia,,1,140,,Canoeing,Individual
15258,Jamie Lynn Broder,31,F,172,65,Canada,,1,140,,Beach Volleyball,Individual
56671,Charles Lombahe-Kahudi,30,M,197,104,France,,1,140,,Basketball,Individual
49221,"Margaret ""Maggie"" Hogan",37,F,170,61,USA,,1,140,,Canoeing,Individual
124371,Patrick Arnoud van der Heijden,23,M,180,70,Brazil,,1,140,,Hockey,Individual
132415,Yan Ni,29,F,192,74,China,1 G,1,207,,Volleyball,Individual
11304,Yuliya Valentinovna Bichik,33,F,184,84,Belarus,2 B,4,168,,Rowing,Individual
28430,Christian Diener,23,M,182,82,Germany,,1,140,,Swimming,Individual
113986,Thomas Springer,31,M,184,70,Austria,,1,140,,Triathlon,Individual
37832,Andrej Gaina,30,M,185,85,Croatia,,3,153,,Table Tennis,Individual
126953,Panagiota Vlachaki,25,F,167,50,Greece,,1,140,,Athletics,Individual
83932,Galle Mys,24,F,156,50,Belgium,,3,153,,Gymnastics,Individual
60320,Kim Yeon-Gyeong,28,F,192,73,South Korea,,2,147,,Volleyball,Individual
7598,Bao Yuqing,22,F,173,55,China,,1,140,,Rhythmic Gymnastics,Individual
25696,James-Andrew Davis,25,M,195,98,UK,,2,147,,Fencing,Individual
112503,Laura Smulders,22,F,170,73,Netherlands,1 B,2,155,,Cycling,Individual
74467,Itzel Adilene Manjarrez Bastidas,26,F,171,49,Mexico,,1,140,,Taekwondo,Individual
37422,Robert Fuchs,25,M,209,105,Poland,,1,140,,Rowing,Individual
53009,Carlos Arturo Izquierdo Mndez,18,M,182,74,Colombia,,1,140,,Wrestling,Individual
59849,Kim Dong-Seon,27,M,189,80,South Korea,,1,140,,Equestrianism,Individual
127183,Aleksandr Aleksandrovich Volkov,31,M,210,90,Russia,1 G 1 B,3,181,,Volleyball,Individual
62725,Anna Korakaki,20,F,175,65,Greece,1 G 1 B,1,223,,Shooting,Individual
95342,Pascal Plamondon,23,M,171,87,Canada,,1,140,,Weightlifting,Individual
81064,Barbora Mokoov,19,F,168,62,Slovakia,,1,140,,Gymnastics,Individual
106949,Frnk Ren Schleck,36,M,185,63,Luxembourg,,3,153,,Cycling,Individual
51675,lvaro Iglesias Marco,23,M,178,79,Spain,,1,140,,Hockey,Individual
100777,Sofia Riga,28,F,154,46,Greece,,1,140,,Athletics,Individual
27131,Ajla Del Ponte,20,F,168,56,Switzerland,,1,140,,Athletics,Individual
83514,Clayton Murphy,21,M,180,68,USA,1 B,1,157,,Athletics,Individual
43692,Martina Guiggi,32,F,187,80,Italy,,2,147,,Volleyball,Individual
110533,Lia Henrique da Silva Nicolosi,31,F,169,30,Brazil,,1,140,,Volleyball,Individual
45673,Are Hansen,34,M,179,60,Norway,,3,153,,Shooting,Individual
132447,Dmytro Mykolaiovych Yanchuk,23,M,184,75,Ukraine,1 B,1,157,,Canoeing,Individual
58623,Tabea Kemme,24,F,169,56,Germany,1 G,1,207,,Football,Individual
73548,Javad Mahjoub,25,M,186,100,Iran,,1,140,,Judo,Individual
118085,Alfredo Talavera Daz,33,M,188,84,Mexico,,1,140,,Football,Individual
39921,Madiea Ghafoor,23,F,169,55,Netherlands,,1,140,,Athletics,Individual
37878,Andrei Marius Gag,25,M,191,89,Romania,,1,140,,Athletics,Individual
69854,Feyisa Lilesa,26,M,175,67,Ethiopia,1 S,1,173,,Athletics,Individual
827,Mareike Adams,26,F,174,73,Germany,,1,140,,Rowing,Individual
16876,David Bustos Gonzlez,25,M,182,64,Spain,,2,147,,Athletics,Individual
13908,Ins Boubakri,27,F,167,56,Tunisia,1 B,3,159,,Fencing,Individual
105226,Natalia Snchez Echeverri,33,F,166,63,Colombia,,2,147,,Archery,Individual
46140,Tahesia Gaynell Harrigan-Scott,34,F,158,56,"Virgin Islands, British",,3,153,,Athletics,Individual
131769,Wu Chia-Ying,23,F,155,47,Taiwan,,1,140,,Shooting,Individual
41310,Jonathan David Gmez Noriega,20,M,178,78,Colombia,,1,140,,Swimming,Individual
36184,Amini Tuitavake Britteon Fonua,26,M,186,80,Tonga,,2,147,,Swimming,Individual
81092,Nikolina Moldovan,26,F,167,67,Serbia,,2,147,,Canoeing,Individual
115146,Grace Stewart,19,F,175,68,Australia,,1,140,,Hockey,Individual
6663,Ahmed Bader Magour,20,M,190,90,Qatar,,1,140,,Athletics,Individual
129512,Eloise Wellings (Poppet-),33,F,172,52,Australia,,2,147,,Athletics,Individual
76898,Philipp Max,22,M,177,76,Germany,1 S,1,173,,Football,Individual
41254,"Ediegerson Funny ""Eddi"" Gomes d'Almeida",27,M,192,91,Denmark,,1,140,,Football,Individual
89321,Ellis Jacqueline O'Reilly,18,F,164,63,Ireland,,1,140,,Gymnastics,Individual
30505,Charlotte Susan Jane Dujardin,31,F,170,57,UK,3 G 1 S,2,263,,Equestrianism,Individual
128008,Yuta Wakimoto,27,M,181,74,Japan,,1,140,,Cycling,Individual
38964,Jos Lus Gaspar Hernndez,20,M,188,72,Cuba,,1,140,,Athletics,Individual
115830,Carin Strmberg,23,F,184,83,Sweden,,1,140,,Handball,Individual
132423,Yan Zibei,20,M,190,75,China,,1,140,,Swimming,Individual
43305,Neboja Gruji,25,M,181,83,Serbia,,1,140,,Canoeing,Individual
38188,Matteo Galvan,27,M,183,73,Italy,,1,140,,Athletics,Individual
41727,Michelle Goos,26,F,178,62,Netherlands,,1,140,,Handball,Individual
114059,Sukanya Srisurat,21,F,155,58,Thailand,1 G,1,207,,Weightlifting,Individual
88481,Chinwe Okoro,27,F,178,102,Nigeria,,1,140,,Athletics,Individual
51615,Yosuke Ideguchi,19,M,171,71,Japan,,1,140,,Football,Individual
59563,Yumi Kida,31,F,160,55,Japan,,2,147,,Swimming,Individual
101540,Solonei Rocha da Silva,34,M,172,65,Brazil,,1,140,,Athletics,Individual
85712,Marcel Van Minh Phuc Long Nguyen,28,M,165,55,Germany,2 S,3,176,,Gymnastics,Individual
35061,Costanza Ferro,23,F,169,56,Italy,,1,140,,Synchronized Swimming,Individual
75641,Tony Martin,31,M,186,75,Germany,1 S,2,163,,Cycling,Individual
96387,Vasek Pospisil,26,M,194,87,Canada,,2,147,,Tennis,Individual
120661,Mark James Todd,60,M,190,78,New Zealand,2 G 1 S 3 B,7,211,,Equestrianism,Individual
114438,Agnieszka Staro-Nagay,35,F,169,61,Poland,,4,160,,Shooting,Individual
608,Ahmad Abughaush,20,M,178,68,Jordan,1 G,1,207,,Taekwondo,Individual
133984,"Rayderley Miguel ""Ray"" Zapata Santana",23,M,169,71,Spain,,1,140,,Gymnastics,Individual
59360,Shakhboz Kholmurzayev,20,M,188,78,Uzbekistan,,1,140,,Rowing,Individual
71951,Christian Peter Stephensen Lbeck,25,M,186,81,Denmark,,1,140,,Sailing,Individual
21044,Choi Min-Kyu,23,M,184,84,South Korea,,1,140,,Canoeing,Individual
53450,Mimosa Jallow,22,F,176,63,Finland,,1,140,,Swimming,Individual
18535,Pablo Abensaid Carrera Vzquez,30,M,182,93,Spain,,2,147,,Shooting,Individual
115416,Marcin Tomasz Stolarski,20,M,187,79,Poland,,1,140,,Swimming,Individual
103681,Kristian Ruth,31,M,180,76,Norway,,3,153,,Sailing,Individual
61913,Hua Wilfried Serge Koffi,28,M,186,88,Ivory Coast,,1,140,,Athletics,Individual
93274,Anthony Joseph Prez Cortesia,22,M,205,93,Venezuela,,1,140,,Basketball,Individual
41656,rsula Sarah Gonzlez Garate,24,F,171,71,Mexico,,2,147,,Fencing,Individual
18767,lex Casasayas Carles,28,M,183,78,Spain,,1,140,,Hockey,Individual
52003,Kimihiko Imamura,32,M,180,78,Japan,,1,140,,Sailing,Individual
62791,Leonard Essau Korir,29,M,170,59,USA,,1,140,,Athletics,Individual
18955,Julio Csar Castillo Torres,28,M,183,91,Ecuador,,2,147,,Boxing,Individual
25559,Areneo David,21,M,164,58,Malawi,,1,140,,Archery,Individual
8587,Noemi Batki,28,F,167,62,Italy,,3,153,,Diving,Individual
119073,dm Tams Telegdy,20,M,194,77,Hungary,,1,140,,Swimming,Individual
115438,Femke Stoltenborg,25,F,189,82,Netherlands,,1,140,,Volleyball,Individual
98178,Tamara Radoaj,28,F,170,60,Serbia,1 B,1,157,,Basketball,Individual
4134,Andressa Alves da Silva,23,F,168,56,Brazil,,1,140,,Football,Individual
64709,Julius Khn,23,M,198,110,Germany,1 B,1,157,,Handball,Individual
82025,Georgina Morgan,23,F,179,70,Australia,,1,140,,Hockey,Individual
32427,Ander Elosegi Alkain,28,M,186,80,Spain,,3,153,,Canoeing,Individual
129746,Christopher Wesley,29,M,192,88,Germany,1 G 1 B,2,188,,Hockey,Individual
32789,Arsen Kadyrbayevich Eraliyev,26,M,165,59,Kyrgyzstan,,2,147,,Wrestling,Individual
130442,Jordan Wilimovsky,22,M,175,68,USA,,1,140,,Swimming,Individual
42975,Torben Risgaard Grimmel,40,M,182,90,Denmark,1 S,5,173,,Shooting,Individual
34357,Krisztina Fazekas Zur,36,F,172,64,Hungary,2 G,2,213,,Canoeing,Individual
65856,Viola Cheptoo Lagat,27,F,165,,Kenya,,1,140,,Athletics,Individual
122023,Luisa Trombetti,22,F,173,67,Italy,,1,140,,Swimming,Individual
90161,Yevgeniya Aleksandrovna Ovchinnikova,31,F,170,49,Russia,,1,140,,Equestrianism,Individual
132465,"Hee-Young ""Amy"" Yang",27,F,173,77,South Korea,,1,140,,Golf,Individual
80884,Ahmed Mohamed,20,M,176,62,Egypt,,1,140,,Shooting,Individual
114379,James Ivor Stanton-French,33,M,198,93,Australia,,3,153,,Water Polo,Individual
33608,Allan Fa'alava'au,22,M,170,88,Australia,,1,140,,Rugby Sevens,Individual
17208,Juan Ignacio Cceres,24,M,168,75,Argentina,,1,140,,Canoeing,Individual
98219,Marius Radu,24,M,194,85,Romania,,1,140,,Swimming,Individual
30427,Justin Duff,28,M,200,102,Canada,,1,140,,Volleyball,Individual
90904,Airin Palyt,24,F,187,63,Lithuania,,2,147,,Athletics,Individual
81331,Phetetso Monese,31,M,,,Lesotho,,1,140,,Cycling,Individual
70890,Colleen Loach,33,F,179,61,Canada,,1,140,,Equestrianism,Individual
10900,Catherine Bertone,44,F,160,45,Italy,,1,140,,Athletics,Individual
111427,Ryan Sissons,28,M,175,62,New Zealand,,2,147,,Triathlon,Individual
110969,Gabriel Sncrian,27,M,174,88,Romania,,2,147,,Weightlifting,Individual
123106,Attapon Uea-Aree,26,M,175,78,Thailand,,1,140,,Shooting,Individual
103386,Csar Yuniel Ruz Speck,21,M,184,77,Cuba,,1,140,,Athletics,Individual
12635,Madeleine Samantha Bodo Essissima,24,F,182,75,Cameroon,,1,140,,Volleyball,Individual
66936,Emiliano Lasa Snchez,26,M,180,75,Uruguay,,1,140,,Athletics,Individual
33657,Margaux Nicole Jeanne Aude Fabre,23,F,173,58,France,,1,140,,Swimming,Individual
60284,Kim Tae-Hun,21,M,182,59,South Korea,1 B,1,157,,Taekwondo,Individual
18435,Gonzalo Matas Carou,36,M,190,100,Argentina,,2,147,,Handball,Individual
70677,Liu Yang,21,M,162,61,China,1 B,1,157,,Gymnastics,Individual
61775,Marco Koch,26,M,185,83,Germany,,2,147,,Swimming,Individual
20299,Chen Xinyi,18,F,177,60,China,,1,140,,Swimming,Individual
77504,Sam McEntee,24,M,191,67,Australia,,1,140,,Athletics,Individual
56397,Mariusz Jurkiewicz,34,M,199,103,Poland,,1,140,,Handball,Individual
43095,"Hindrik Harmannus Arnoldus ""Henk"" Grol",31,M,190,100,Netherlands,2 B,3,164,,Judo,Individual
16013,Kadeisha Buchanan,20,F,170,65,Canada,1 B,1,157,,Football,Individual
10828,Kiki Bertens,24,F,182,69,Netherlands,,1,140,,Tennis,Individual
51209,Ali Husni Faisal,22,M,172,70,Iraq,,1,140,,Football,Individual
76407,Courtney Lynn Kaiulani  Mathewson,29,F,171,69,USA,2 G,2,213,,Water Polo,Individual
80622,Naho Miyoshi,22,F,165,62,Japan,,1,140,,Basketball,Individual
37214,Taimuraz Friev Naskidaeva,29,M,176,84,Spain,,1,140,,Wrestling,Individual
82843,Bedan Karoki Muchiri,25,M,170,54,Kenya,,2,147,,Athletics,Individual
134730,Jiaqi Zheng,28,F,165,43,USA,,1,140,,Table Tennis,Individual
132027,Xie Zhenye,22,M,184,78,China,,2,147,,Athletics,Individual
70712,Ari-Pekka Liukkonen,27,M,208,92,Finland,,2,147,,Swimming,Individual
115345,Gabriela Stoeva,22,F,169,63,Bulgaria,,1,140,,Badminton,Individual
66130,Hayat Lambarki,28,F,172,57,Morocco,,2,147,,Athletics,Individual
134776,Valeriya Sergeyevna Zholobova-Koblova,23,F,164,58,Russia,1 S,2,163,,Wrestling,Individual
48154,Patricia Herrera Fernndez,23,F,163,59,Spain,,1,140,,Water Polo,Individual
15791,"Bruno ""Bruninho"" Mossa de Rezende",30,M,190,76,Brazil,1 G 2 S,3,198,,Volleyball,Individual
72084,Kristina Ludkov-Gavnholt,27,F,177,73,Czech Republic,,3,153,,Badminton,Individual
43857,Begoa Gumucio Jaras,24,F,169,62,Chile,,1,140,,Sailing,Individual
128003,Kelsey Wakefield,25,F,178,64,Australia,,1,140,,Water Polo,Individual
21700,Souleymane Diop Cissokho,25,M,179,69,France,1 B,1,157,,Boxing,Individual
84318,Misato Nakamura,27,F,157,52,Japan,2 B,3,164,,Judo,Individual
126918,Jorge Lus Vivas Palacios,28,M,172,69,Colombia,,1,140,,Boxing,Individual
127566,Vasiliki Vougiouka,30,F,181,70,Greece,,2,147,,Fencing,Individual
82927,Carline Muir,28,F,170,65,Canada,,2,147,,Athletics,Individual
126330,Giuseppe Vicino,23,M,195,95,Italy,1 B,1,157,,Rowing,Individual
134806,Zhou Peng,26,M,206,102,China,,2,147,,Basketball,Individual
18694,Jos Fernando Saraiva Carvalho,27,M,176,77,Portugal,,1,140,,Canoeing,Individual
113674,Ivana panovi,26,F,176,65,Serbia,1 B,3,159,,Athletics,Individual
55052,Charles Jock,26,M,191,75,USA,,1,140,,Athletics,Individual
118649,Roser Tarrag Aymerich,23,F,171,62,Spain,1 S,2,163,,Water Polo,Individual
63516,Katarzyna Kowalska,31,F,178,55,Poland,,3,153,,Athletics,Individual
82005,Nikita Andreyevich Morgachov,35,M,196,98,Russia,,3,153,,Rowing,Individual
106687,Ruben Scheire,24,M,175,62,Belgium,,1,140,,Cycling,Individual
4747,Alice Aprot Nawowuna,22,F,152,54,Kenya,,1,140,,Athletics,Individual
129242,Jarimit Leonor Weffer Guanipa,30,F,158,75,Venezuela,,1,140,,Wrestling,Individual
100836,Frank Rijken,19,M,169,67,Netherlands,,1,140,,Gymnastics,Individual
17025,Byambyn Tvshinbat,29,M,174,69,Mongolia,,2,147,,Boxing,Individual
15879,Nicols Bruzzone,30,M,169,76,Argentina,,1,140,,Rugby Sevens,Individual
39248,Michael Patrick Gbinije,24,M,201,90,Nigeria,,1,140,,Basketball,Individual
6843,Meraf Bahta Ogbagaber,27,F,176,52,Sweden,,1,140,,Athletics,Individual
96575,Mirsamad Pourseyedigolakhour,30,M,180,65,Iran,,1,140,,Cycling,Individual
105640,Lugueln Miguel Santos Aquino,22,M,173,58,Dominican Republic,1 S,2,163,,Athletics,Individual
32879,Fie Udby Erichsen,31,F,184,79,Denmark,1 S,2,163,,Rowing,Individual
38519,Berta Garca Alonso,34,F,173,73,Spain,,1,140,,Rugby Sevens,Individual
51289,Henry Hutchison,19,M,176,85,Australia,,1,140,,Rugby Sevens,Individual
107400,Nils Schomber,22,M,183,72,Germany,,1,140,,Cycling,Individual
125648,Demita Vega de Lille,33,F,172,61,Mexico,,2,147,,Sailing,Individual
39516,Yanic Arno Gentry Torfer,25,M,184,82,Mexico,,1,140,,Sailing,Individual
104469,Suraju Saka,40,M,170,68,Republic of Congo,,3,153,,Table Tennis,Individual
24138,Zsfia Katalin Csonka,32,F,164,89,Hungary,,4,160,,Shooting,Individual
51555,Fares Ibrahim Hassouna El-Bakh,18,M,175,85,Qatar,,1,140,,Weightlifting,Individual
122352,Georgi Stoykov Tsonov,23,M,176,70,Bulgaria,,1,140,,Athletics,Individual
65491,Micha Kwiatkowski,26,M,176,66,Poland,,2,147,,Cycling,Individual
39637,Marios Georgiou,18,M,167,63,Cyprus,,1,140,,Gymnastics,Individual
80887,Aida Gabriella Mohamed,40,F,162,57,Hungary,,6,173,,Fencing,Individual
17748,Simoya Kadine Campbell,22,F,167,54,Jamaica,,1,140,,Athletics,Individual
44847,Khaled Haj Youssef,27,M,189,92,Tunisia,,1,140,,Handball,Individual
2604,Khaido Alexouli,25,F,180,60,Greece,,1,140,,Athletics,Individual
11556,"Ricardo ""Bimba"" Winicki Santos",36,M,185,73,Brazil,,5,167,,Sailing,Individual
21415,Dmytro Vitaliyovych Chumak,26,M,171,95,Ukraine,,1,140,,Weightlifting,Individual
80886,Ahmed Mohamed Abdalaziz Mohamed,28,M,185,125,Egypt,,1,140,,Weightlifting,Individual
64184,Xnia Krizsn,23,F,172,63,Hungary,,1,140,,Athletics,Individual
50957,Florina Sorina Hulpan,19,F,158,68,Romania,,1,140,,Weightlifting,Individual
71530,Nike Lorenz,19,F,170,69,Germany,1 B,1,157,,Hockey,Individual
48955,Gabriel Ho-Garcia,23,M,170,70,Canada,,1,140,,Hockey,Individual
12399,Pernille Blume,22,F,170,58,Denmark,1 G 1 B,2,188,,Swimming,Individual
64320,Camilla Kruger,29,F,161,51,Zimbabwe,,1,140,,Equestrianism,Individual
48672,Philip Hindes,23,M,178,82,UK,2 G,2,213,,Cycling,Individual
5886,"Hoi Shun ""Stephanie"" Au",24,F,172,56,China,,3,153,,Swimming,Individual
119825,Mikel Kevon Thomas,28,M,186,79,Trinidad,,3,153,,Athletics,Individual
78557,Reynier Mea Berenguer,19,M,174,79,Cuba,,1,140,,Athletics,Individual
41293,Fabin Gmez,37,M,173,80,Argentina,,1,140,,Golf,Individual
124143,Evi Van Acker,30,F,172,70,Belgium,1 B,3,159,,Sailing,Individual
27701,Weronika Deresz,30,F,170,57,Poland,,1,140,,Rowing,Individual
97071,Aleksandra Valentinovna Privalova,28,F,178,66,Belarus,,2,147,,Table Tennis,Individual
31266,Yuki Ebihara,30,F,164,68,Japan,,2,147,,Athletics,Individual
69153,Eyal Levine,29,M,170,60,Israel,,1,140,,Sailing,Individual
73644,Jessica Sayonara Maier,21,F,167,50,Brazil,,1,140,,Rhythmic Gymnastics,Individual
48291,Yassine Hethat,24,M,175,65,Algeria,,1,140,,Athletics,Individual
5348,Mariafe Artacho del Solar,22,F,175,66,Australia,,1,140,,Beach Volleyball,Individual
33226,Maricet Espinosa Gonzlez,26,F,163,63,Cuba,,1,140,,Judo,Individual
92105,Casey Patterson,36,M,198,89,USA,,1,140,,Beach Volleyball,Individual
96112,Simona Pop (Deac-),27,F,178,62,Romania,1 G,1,207,,Fencing,Individual
43968,Guo Li,23,F,167,54,China,1 S,1,173,,Synchronized Swimming,Individual
28284,Nivaldo Nadhir Daz Gmez,22,M,200,81,Cuba,,1,140,,Beach Volleyball,Individual
129186,Sonny Curtis  Webster,22,M,178,94,UK,,1,140,,Weightlifting,Individual
77379,Pat McCormack,21,M,182,64,UK,,1,140,,Boxing,Individual
11742,Ketija Birzule,17,F,164,60,Latvia,,1,140,,Sailing,Individual
121109,"Miroslava ""Mirka"" Topinkov Knapkov",35,F,181,72,Czech Republic,1 G,4,177,,Rowing,Individual
128577,Wang Wei,28,M,180,70,China,,1,140,,Sailing,Individual
83128,Nico Mller,22,M,168,80,Germany,,1,140,,Weightlifting,Individual
132322,Seito Yamamoto,24,M,181,70,Japan,,2,147,,Athletics,Individual
112678,Aleksandra Anna Socha (-Szelagowski),34,F,174,66,Poland,,4,160,,Fencing,Individual
119665,Kersten Thiele,23,M,179,75,Germany,,1,140,,Cycling,Individual
97163,Dmitrij Prokopcov,36,M,185,78,Czech Republic,,1,140,,Table Tennis,Individual
23058,Samuel Crdova Arvizu,27,M,200,89,Mexico,,1,140,,Volleyball,Individual
119018,Marhu Abinet Teferi,23,M,164,52,Israel,,1,140,,Athletics,Individual
131784,Felipe Almeida Wu,24,M,169,69,Brazil,1 S,1,173,,Shooting,Individual
34469,Pablo Feijoo Ugalde,34,M,174,74,Spain,,1,140,,Rugby Sevens,Individual
89057,Paul Omba-Biongolo,20,M,189,91,France,,1,140,,Boxing,Individual
101381,Ricky Robertson,25,M,180,75,USA,,1,140,,Athletics,Individual
27516,"Nicholas Charles ""Nick"" Dempsey",35,M,180,71,UK,2 S 1 B,5,183,,Sailing,Individual
82971,Jit Bahadur Muktan,36,M,168,64,Nepal,,1,140,,Archery,Individual
77152,Piotr Maachowski,33,M,193,130,Poland,2 S,3,176,,Athletics,Individual
55487,Katarina Mary Johnson-Thompson,23,F,183,68,UK,,2,147,,Athletics,Individual
119941,Nick Thompson,30,M,179,80,UK,,1,140,,Sailing,Individual
105958,Or Sasson,25,M,193,120,Israel,1 B,1,157,,Judo,Individual
96247,John Porch,22,M,185,99,Australia,,1,140,,Rugby Sevens,Individual
128036,Marta Walczykiewicz,29,F,165,63,Poland,1 S,2,163,,Canoeing,Individual
76901,Victoria Elisabeth Max-Theurer,30,F,168,58,Austria,,4,160,,Equestrianism,Individual
105062,Nicky Samuels,33,F,170,56,New Zealand,,2,147,,Triathlon,Individual
67619,Viktor Nikolayevich Lebedev,28,M,164,57,Russia,,1,140,,Wrestling,Individual
108804,Giulia Sergas,36,F,175,64,Italy,,1,140,,Golf,Individual
116244,Mahau Camargo Suguimati,31,M,184,78,Brazil,,2,147,,Athletics,Individual
118228,Ktlin Tammiste,20,F,169,63,Estonia,,1,140,,Sailing,Individual
45782,Mikkel Hansen,28,M,196,98,Denmark,1 G,3,176,,Handball,Individual
